,Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills
4592,2,4,0,4,1,3,4,0,2
4593,0,4,1,3,4,4,2,4,2
4594,0,2,0,0,3,3,0,1,2
4595,0,0,1,1,1,2,2,2,3
4596,0,2,1,2,2,4,0,4,1
4597,2,3,0,2,4,4,1,3,2
4598,1,0,1,3,4,4,0,4,3
4599,1,2,0,4,0,4,4,1,4
4600,1,2,1,0,0,3,0,4,0
4601,1,2,0,0,3,1,2,4,1
4602,0,4,1,2,2,4,2,1,2
4603,1,4,1,4,1,3,3,3,2
4604,1,1,1,3,0,0,2,0,2
4605,2,0,0,1,3,1,3,1,0
4606,1,1,1,0,2,0,3,3,4
4607,0,1,1,0,4,4,2,0,3
4608,1,2,1,2,1,1,1,2,4
4609,2,4,0,3,4,0,3,0,3
4610,0,4,1,1,3,4,1,1,1
4611,0,3,1,2,0,2,2,0,3
4612,0,4,1,1,0,1,3,0,1
4613,2,4,1,2,0,4,2,2,0
4614,1,1,0,4,0,1,1,0,2
4615,2,2,0,4,0,2,4,1,2
4616,0,2,1,2,0,1,1,1,4
4617,2,4,1,2,2,3,0,1,0
4618,2,0,1,4,4,4,2,0,3
4619,1,2,0,4,2,2,0,2,0
4620,2,3,0,2,4,2,3,1,3
4621,2,2,1,1,0,1,4,2,2
4622,0,0,0,4,1,3,3,0,1
4623,2,3,0,0,4,0,3,0,4
4624,2,0,0,2,1,1,3,3,4
4625,0,2,0,1,2,0,1,3,4
4626,0,4,0,4,0,1,0,0,3
4627,0,3,1,0,4,4,3,1,2
4628,1,1,0,4,2,3,2,2,3
4629,1,0,1,3,1,2,3,4,4
4630,1,0,1,2,4,4,2,3,0
4631,0,2,0,1,1,1,2,4,3
4632,1,1,1,1,2,2,3,4,3
4633,1,2,1,4,3,3,2,0,3
4634,2,1,1,2,2,0,1,2,4
4635,2,3,0,2,2,2,1,0,4
4636,0,1,1,1,4,3,2,1,2
4637,0,0,0,1,3,2,1,4,3
4638,0,2,0,4,0,1,2,1,0
4639,1,2,1,3,1,0,3,3,2
4640,2,1,0,0,0,1,0,1,0
4641,0,3,1,0,4,0,0,3,0
4642,2,3,0,0,3,3,4,0,4
4643,0,1,1,1,3,4,0,3,1
4644,0,0,1,4,2,1,3,2,2
4645,1,2,0,0,2,2,2,2,4
4646,2,1,0,2,3,4,4,3,4
4647,2,2,1,4,2,2,4,4,4
4648,1,4,1,2,2,2,3,4,3
4649,1,4,1,3,4,2,1,1,1
4650,0,2,1,0,0,1,0,3,0
4651,1,4,0,4,3,2,3,1,3
4652,1,0,0,3,4,2,2,3,2
4653,2,4,1,2,1,4,0,1,3
4654,2,4,0,3,2,4,4,3,0
4655,0,1,0,1,1,1,2,3,0
4656,2,4,1,2,1,0,3,3,1
4657,1,3,0,3,2,1,0,1,4
4658,0,4,0,1,3,1,2,4,4
4659,0,1,0,1,2,0,2,4,1
4660,0,0,0,0,0,2,0,0,4
4661,0,0,1,3,0,4,0,4,1
4662,0,2,0,2,1,4,4,3,3
4663,1,4,1,2,0,1,2,3,1
4664,1,3,1,3,0,3,0,3,0
4665,2,2,1,0,4,2,1,4,1
4666,2,2,1,2,2,2,1,4,1
4667,1,3,0,4,1,0,4,3,4
4668,0,2,1,0,0,4,4,3,3
4669,1,0,1,2,3,3,4,4,1
4670,2,3,0,2,4,1,4,1,2
4671,2,1,0,0,2,1,4,1,1
4672,1,0,1,1,2,3,2,2,2
4673,2,3,0,4,1,2,1,3,0
4674,1,2,0,0,3,0,0,4,3
4675,2,2,1,1,1,1,1,0,2
4676,2,2,0,4,1,4,1,4,1
4677,1,1,1,3,0,1,2,4,1
4678,2,4,1,4,4,2,0,1,0
4679,2,2,0,1,3,0,3,2,4
4680,0,0,0,1,2,0,2,4,3
4681,2,4,1,2,3,2,0,0,2
4682,0,3,1,4,1,4,2,4,3
4683,0,0,0,2,4,4,1,2,3
4684,2,1,1,0,0,1,2,0,2
4685,1,0,1,0,4,2,2,3,4
4686,2,2,0,4,1,0,2,3,0
4687,2,2,1,0,4,4,2,3,3
4688,0,0,1,3,3,2,1,0,3
4689,2,1,0,1,3,0,0,0,3
4690,0,3,1,1,0,4,2,0,1
4691,1,1,1,2,0,2,0,0,0
4692,2,3,1,3,3,3,3,3,2
4693,2,2,1,1,2,3,4,1,1
4694,2,2,1,4,4,4,2,2,1
4695,0,2,1,2,1,3,1,0,2
4696,1,1,1,2,2,1,2,2,0
4697,2,3,0,2,3,2,2,0,3
4698,1,2,1,0,4,4,4,0,1
4699,1,4,1,3,4,0,2,3,4
4700,1,2,1,3,0,0,2,3,0
4701,0,3,0,1,4,2,4,2,2
4702,0,2,1,4,4,1,1,3,1
4703,2,2,1,4,2,2,1,0,2
4704,2,3,0,4,0,1,4,2,1
4705,2,4,1,4,3,3,4,1,1
4706,2,4,1,1,1,3,2,0,2
4707,2,1,0,1,0,0,3,2,3
4708,2,1,0,2,3,2,4,2,1
4709,1,0,0,2,0,2,3,4,2
4710,0,0,0,2,4,4,4,0,2
4711,0,1,0,1,4,4,3,4,3
4712,0,2,1,4,4,0,2,3,3
4713,2,2,1,0,4,4,1,0,2
4714,2,2,1,3,2,3,0,0,4
4715,0,1,1,4,2,0,0,3,1
4716,2,2,1,4,2,1,0,3,2
4717,1,4,0,3,0,0,4,1,2
4718,2,1,1,3,3,2,3,1,0
4719,2,2,1,3,4,1,2,3,3
4720,1,0,1,3,3,4,4,1,0
4721,0,4,0,2,4,2,3,3,2
4722,0,1,0,2,3,1,2,0,1
4723,1,3,1,2,4,1,0,3,0
4724,0,4,1,4,2,1,3,0,3
4725,2,3,0,2,2,0,0,3,1
4726,1,3,1,1,3,3,0,3,2
4727,2,3,0,4,3,1,1,1,0
4728,0,4,0,1,2,2,2,3,3
4729,1,1,1,3,2,4,3,2,2
4730,1,4,1,2,0,2,2,0,1
4731,0,1,1,3,2,3,2,2,0
4732,1,2,0,0,0,4,0,4,2
4733,1,2,0,4,0,3,1,4,2
4734,0,1,1,4,1,1,3,0,0
4735,0,1,0,3,1,3,2,2,3
4736,1,1,1,3,0,2,4,1,1
4737,1,1,0,2,0,1,1,3,4
4738,1,1,0,0,1,4,0,3,3
4739,1,3,1,2,4,1,4,4,2
4740,0,2,1,3,1,3,3,1,0
4741,1,0,0,2,1,2,0,2,0
4742,0,4,1,2,0,2,1,1,2
4743,1,4,0,2,2,3,2,3,4
4744,0,4,1,2,3,3,0,4,0
4745,0,4,1,0,0,2,2,0,3
4746,0,4,0,3,3,2,3,0,0
4747,1,1,1,4,1,0,0,0,1
4748,0,4,0,0,2,0,4,4,3
4749,1,2,0,1,1,3,0,2,4
4750,2,0,0,3,2,4,1,2,0
4751,0,0,0,1,4,1,3,1,1
4752,0,1,1,0,0,4,0,0,1
4753,2,0,1,4,4,3,0,0,3
4754,0,2,0,1,1,4,3,2,1
4755,0,2,1,1,3,1,3,1,1
4756,1,0,0,1,0,1,3,2,0
4757,0,1,1,3,0,4,4,3,4
4758,2,2,0,1,2,4,1,3,0
4759,0,1,0,2,2,0,4,4,3
4760,0,2,1,4,2,4,1,4,1
4761,0,0,0,3,2,1,0,0,2
4762,1,1,1,3,0,3,1,3,3
4763,2,0,0,1,1,4,2,2,2
4764,0,4,1,4,4,2,0,0,3
4765,1,2,1,0,1,3,4,2,3
4766,2,1,1,0,2,4,2,1,1
4767,0,2,0,4,1,3,1,1,4
4768,2,4,0,4,0,0,1,1,4
4769,1,0,1,4,2,0,2,0,4
4770,0,0,1,4,0,1,3,3,3
4771,1,0,0,2,1,3,3,2,2
4772,1,1,1,3,0,0,2,0,3
4773,2,4,0,0,2,4,2,4,0
4774,0,0,0,2,3,0,4,0,4
4775,0,4,1,0,0,4,4,1,3
4776,0,1,0,1,3,4,2,4,3
4777,2,2,1,4,1,0,3,4,1
4778,1,0,0,2,2,1,3,3,3
4779,1,3,0,4,4,4,0,1,2
4780,0,1,0,1,2,0,2,3,2
4781,0,0,1,0,4,1,3,3,2
4782,1,1,0,3,4,1,2,3,1
4783,2,1,0,3,1,2,3,1,2
4784,1,1,0,0,2,1,4,0,2
4785,0,2,1,4,2,1,2,2,2
4786,2,3,0,3,2,4,1,0,4
4787,1,0,1,1,1,0,3,3,4
4788,2,3,0,2,3,0,1,1,0
4789,1,1,0,3,3,3,0,3,1
4790,1,1,0,3,3,2,2,2,1
4791,2,4,0,0,4,4,4,1,1
4792,0,0,1,4,2,0,4,0,3
4793,1,4,1,4,2,0,4,0,0
4794,2,1,1,2,4,0,4,0,4
4795,1,1,1,2,1,2,1,3,0
4796,2,0,0,1,4,4,0,3,0
4797,2,0,0,2,4,4,1,0,1
4798,2,2,0,4,0,1,2,2,4
4799,0,3,0,2,3,1,1,1,2
4800,2,2,0,4,3,2,1,3,2
4801,1,0,1,4,3,0,3,2,2
4802,1,4,1,3,3,4,1,2,4
4803,0,2,0,4,0,4,0,4,4
4804,1,4,0,1,4,1,3,2,2
4805,1,1,0,2,2,2,0,4,3
4806,0,1,1,4,0,4,2,1,4
4807,0,1,1,4,2,0,0,4,0
4808,2,3,1,0,4,3,1,2,3
4809,1,3,1,1,2,1,1,1,1
4810,0,0,0,4,0,2,1,3,4
4811,2,3,1,1,2,3,3,4,0
4812,2,4,0,2,2,3,3,0,2
4813,1,1,1,0,0,1,4,1,4
4814,0,0,0,0,0,1,4,0,2
4815,0,0,0,0,2,2,2,1,3
4816,1,0,1,2,3,0,1,4,1
4817,1,4,0,4,0,4,3,3,2
4818,1,3,1,0,1,1,4,1,3
4819,0,0,1,1,3,4,2,2,3
4820,1,0,1,1,3,3,1,0,3
4821,1,4,1,3,3,4,2,2,1
4822,1,0,0,2,2,0,4,3,0
4823,1,0,0,4,1,1,3,4,1
4824,1,4,1,4,3,3,4,0,4
4825,2,0,1,3,1,3,4,3,1
4826,1,1,1,1,4,1,2,1,1
4827,0,4,1,4,3,0,0,4,1
4828,2,1,0,1,3,0,1,1,2
4829,0,3,1,1,4,4,1,4,0
4830,1,0,0,2,3,4,1,2,3
4831,0,4,1,4,2,0,0,4,1
4832,0,2,0,1,2,1,1,4,1
4833,1,2,0,2,4,4,0,2,2
4834,0,4,1,0,1,3,3,0,2
4835,1,4,1,3,4,0,4,2,0
4836,2,1,0,4,3,3,0,0,0
4837,0,1,1,2,2,2,3,0,3
4838,0,3,0,1,1,0,4,1,3
4839,1,3,0,1,4,1,4,2,1
4840,0,1,1,4,4,2,3,0,1
4841,1,3,0,4,2,1,2,2,3
4842,2,1,1,2,1,3,0,4,1
4843,1,2,0,3,0,1,2,2,0
4844,0,1,0,2,2,4,4,3,1
4845,1,3,1,4,4,3,1,0,2
4846,1,3,0,3,2,1,4,2,3
4847,2,1,0,3,1,4,2,4,2
4848,2,2,1,1,1,0,3,0,3
4849,1,3,0,2,0,0,2,2,2
4850,2,0,1,3,2,2,4,3,2
4851,1,4,0,3,3,3,4,2,1
4852,1,0,0,4,1,3,3,2,0
4853,0,0,1,3,1,4,0,0,0
4854,2,1,1,1,3,3,1,2,1
4855,2,2,1,2,2,0,0,3,3
4856,2,2,1,1,3,2,2,1,2
4857,2,0,1,3,1,1,4,0,3
4858,0,4,0,0,2,3,0,4,3
4859,1,0,0,3,2,4,4,4,0
4860,1,0,1,3,3,4,3,3,2
4861,0,3,0,1,1,0,2,3,0
4862,1,4,1,1,1,1,2,2,2
4863,0,2,0,1,3,3,0,2,0
4864,1,3,1,2,1,0,2,2,0
4865,0,1,0,0,1,1,4,0,1
4866,1,0,1,2,2,0,1,4,3
4867,1,2,0,4,0,4,1,1,4
4868,2,4,0,4,0,0,3,1,2
4869,1,1,1,2,2,2,1,4,0
4870,1,3,0,2,2,2,2,0,1
4871,2,3,0,1,4,1,4,0,0
4872,2,4,0,0,1,2,1,0,2
4873,2,1,0,0,2,2,3,0,1
4874,1,2,0,1,3,2,0,3,3
4875,0,0,0,2,2,4,2,4,4
4876,2,3,0,2,4,1,1,3,0
4877,1,0,0,4,4,4,2,2,2
4878,2,3,0,0,1,3,3,2,0
4879,2,3,0,3,0,3,1,1,4
4880,0,2,1,3,2,0,2,3,2
4881,2,0,1,0,3,1,3,1,4
4882,0,0,0,4,3,0,0,2,0
4883,0,2,0,3,4,1,1,4,2
4884,2,2,0,2,4,0,0,3,0
4885,2,3,0,2,0,4,0,3,1
4886,2,1,0,2,4,1,1,1,0
4887,1,4,0,3,1,0,1,3,3
4888,0,3,1,4,0,4,3,1,1
4889,1,1,0,3,1,4,3,0,0
4890,2,1,0,0,4,3,3,3,2
4891,0,2,0,0,4,1,0,3,3
4892,0,4,0,2,4,2,4,4,2
4893,0,3,1,0,1,1,3,2,2
4894,0,0,1,1,2,4,4,4,3
4895,0,1,1,1,1,4,4,4,4
4896,1,1,0,1,1,2,2,4,2
4897,2,4,0,2,1,1,1,3,3
4898,2,4,1,2,1,1,2,3,0
4899,2,1,1,1,4,1,3,1,0
4900,1,1,0,2,2,4,2,4,0
4901,1,2,1,2,2,4,3,3,2
4902,2,1,0,3,0,4,0,3,0
4903,1,2,1,3,0,2,1,3,3
4904,2,3,0,1,4,2,2,4,1
4905,0,2,0,3,4,1,4,1,3
4906,1,3,1,0,3,4,4,4,4
4907,0,3,1,1,1,1,4,1,4
4908,0,3,1,0,1,0,2,0,0
4909,2,1,0,4,4,3,2,2,2
4910,0,2,0,0,0,4,4,4,4
4911,2,1,1,0,4,4,3,0,1
4912,1,4,0,0,3,4,0,1,3
4913,1,4,1,0,3,3,0,3,3
4914,2,4,0,1,0,4,2,2,2
4915,2,0,1,3,2,1,1,1,0
4916,2,0,1,2,3,3,3,3,0
4917,2,0,1,0,3,1,1,4,1
4918,1,4,1,4,3,3,4,2,3
4919,2,4,1,3,2,4,4,2,2
4920,2,3,1,1,2,4,4,1,1
4921,2,0,1,0,3,1,2,3,3
4922,2,1,1,2,0,2,1,1,4
4923,1,4,1,4,4,0,3,1,0
4924,1,1,1,0,4,0,3,0,1
4925,1,4,1,0,0,0,3,0,3
4926,2,3,0,1,0,1,0,2,3
4927,2,1,1,2,0,2,1,1,3
4928,0,2,1,1,1,1,2,1,3
4929,1,4,0,4,3,2,3,4,3
4930,2,2,0,1,3,0,4,2,4
4931,2,4,1,0,3,2,2,2,3
4932,2,0,0,3,4,2,4,1,3
4933,2,4,0,0,2,1,4,1,2
4934,1,2,1,2,1,0,1,4,1
4935,0,0,1,3,0,4,1,2,0
4936,1,4,0,4,3,1,1,0,3
4937,0,0,1,3,2,2,3,4,1
4938,0,3,0,4,2,3,1,1,4
4939,2,1,0,2,4,2,2,4,1
4940,0,0,1,3,2,2,4,0,1
4941,0,4,0,0,4,4,4,2,0
4942,2,0,1,0,0,2,3,1,2
4943,1,1,1,2,0,3,3,1,4
4944,1,4,1,1,4,0,3,3,2
4945,2,4,0,4,3,3,4,3,1
4946,2,3,0,2,1,4,4,2,1
4947,1,1,0,2,3,0,3,1,4
4948,2,2,1,1,2,0,0,4,0
4949,1,0,1,2,3,0,0,3,1
4950,1,0,0,0,3,0,2,3,0
4951,2,1,1,3,4,4,2,4,3
4952,1,1,1,4,3,2,1,4,4
4953,0,2,1,3,3,0,3,0,1
4954,2,1,0,1,1,2,4,0,1
4955,2,3,1,2,0,4,3,2,3
4956,0,4,1,4,2,3,2,1,4
4957,2,4,1,3,2,0,2,2,2
4958,0,3,1,0,1,3,2,0,0
4959,1,3,1,4,3,0,3,3,1
4960,1,2,0,1,3,3,1,4,1
4961,0,2,1,2,0,3,4,3,0
4962,1,4,0,4,3,3,0,3,4
4963,0,3,0,0,0,3,2,1,0
4964,0,4,0,3,4,4,2,4,2
4965,0,1,1,0,1,3,2,1,0
4966,2,4,0,1,3,1,0,3,0
4967,2,0,1,2,1,4,4,2,4
4968,1,2,0,4,1,0,0,3,3
4969,2,0,1,4,3,4,3,3,1
4970,1,1,0,4,1,1,0,1,1
4971,1,4,1,3,0,0,2,3,3
4972,0,0,0,4,3,3,3,4,1
4973,0,2,0,2,3,4,0,4,0
4974,0,2,1,3,0,3,0,2,1
4975,0,3,0,4,4,0,3,2,2
4976,2,0,0,3,1,0,0,3,3
4977,1,3,0,4,1,1,3,1,3
4978,2,1,0,3,0,4,4,4,4
4979,1,1,1,0,0,4,0,3,4
4980,2,0,0,2,3,3,1,4,2
4981,1,0,0,3,1,1,4,2,1
4982,1,4,0,2,0,2,1,0,3
4983,1,3,0,2,2,0,3,0,3
4984,2,1,1,4,2,2,0,0,2
4985,0,3,1,3,4,4,1,4,0
4986,0,3,1,2,4,3,2,3,4
4987,2,1,1,2,2,0,3,2,1
4988,0,3,1,1,3,4,0,3,1
4989,0,1,1,4,1,1,2,2,3
4990,0,1,1,3,2,4,4,4,0
4991,2,3,0,3,0,1,1,4,2
4992,0,4,1,4,2,0,2,2,1
4993,1,4,0,2,0,3,3,3,2
4994,2,1,1,2,0,2,2,3,0
4995,0,0,0,2,0,1,1,1,1
4996,0,3,0,2,2,4,1,3,1
4997,1,2,1,3,2,0,4,1,1
4998,2,1,0,3,4,2,2,2,3
4999,1,3,1,0,1,3,3,4,2
5000,2,0,1,0,3,3,4,1,4
5001,2,0,0,2,3,3,0,1,3
5002,0,2,1,4,4,3,0,1,1
5003,2,4,0,0,3,4,2,3,4
5004,2,2,1,2,4,1,4,1,2
5005,0,2,0,4,1,2,2,3,2
5006,0,4,0,0,1,0,0,2,2
5007,2,1,1,3,2,1,4,1,4
5008,0,3,0,3,1,2,4,4,1
5009,1,0,1,2,2,1,2,4,4
5010,2,0,1,4,4,4,1,2,0
5011,0,2,0,3,4,0,2,0,4
5012,2,0,1,3,1,4,4,1,2
5013,1,0,1,0,4,1,1,4,0
5014,0,2,0,2,2,0,1,2,3
5015,0,4,1,0,4,1,2,4,1
5016,2,1,0,4,0,1,2,0,3
5017,0,2,0,3,1,4,1,1,0
5018,1,1,0,0,3,3,2,1,1
5019,2,0,1,0,0,4,1,2,1
5020,1,4,1,1,4,1,1,4,2
5021,2,3,1,0,2,2,0,3,0
5022,0,1,1,2,0,1,3,4,4
5023,1,2,0,2,4,3,4,4,2
5024,0,3,0,2,3,4,1,0,0
5025,0,4,0,4,3,2,3,0,1
5026,0,4,1,2,2,1,4,4,3
5027,0,3,0,4,1,3,3,2,0
5028,2,3,1,1,0,4,3,2,0
5029,0,3,0,2,2,2,2,1,3
5030,0,4,1,4,1,3,2,1,4
5031,2,2,1,4,3,0,4,4,3
5032,1,1,1,0,0,4,3,2,3
5033,0,2,0,4,1,0,1,1,3
5034,0,2,1,2,3,2,2,3,4
5035,0,0,1,0,1,1,4,0,1
5036,2,3,0,3,0,1,3,2,4
5037,0,2,0,0,0,3,2,4,1
5038,1,4,1,3,3,0,0,4,4
5039,0,2,0,3,2,3,4,4,1
5040,0,3,1,0,2,3,1,2,4
5041,1,1,1,2,1,1,4,1,0
5042,0,4,0,3,2,2,1,0,0
5043,1,4,1,1,3,4,4,3,1
5044,2,4,0,3,2,2,1,0,0
5045,1,0,1,2,4,0,4,3,3
5046,0,4,0,0,4,2,2,1,2
5047,1,4,0,2,1,2,4,1,1
5048,1,3,1,0,3,0,1,1,0
5049,0,2,1,3,4,2,4,4,0
5050,2,3,1,1,3,1,0,0,0
5051,2,3,0,1,2,3,1,0,1
5052,2,0,0,2,0,4,1,2,4
5053,1,3,1,2,2,0,3,0,3
5054,2,4,0,3,0,2,2,1,2
5055,2,2,0,4,4,0,1,1,0
5056,1,1,1,3,1,2,3,1,3
5057,0,2,1,3,3,3,1,2,1
5058,2,0,0,3,4,1,2,0,3
5059,1,1,0,1,0,2,2,2,0
5060,1,3,1,2,3,2,3,4,0
5061,0,2,1,4,3,2,4,3,3
5062,1,1,0,2,1,3,3,4,0
5063,2,3,0,2,1,0,4,1,1
5064,1,1,0,0,1,2,0,1,0
5065,0,2,1,4,1,3,2,1,0
5066,0,3,0,0,1,2,3,3,0
5067,1,2,1,0,4,2,2,0,4
5068,0,1,1,1,2,3,0,0,4
5069,1,0,1,0,0,3,0,3,2
5070,2,2,1,1,3,0,3,0,0
5071,2,1,1,2,2,0,2,1,2
5072,1,3,0,3,1,3,3,3,4
5073,1,1,1,0,3,3,0,0,2
5074,2,3,1,3,0,2,4,0,3
5075,2,3,1,2,2,4,1,3,0
5076,2,2,0,3,1,3,3,2,2
5077,0,0,0,1,2,0,1,0,2
5078,2,3,1,2,2,1,0,4,1
5079,2,2,0,0,2,4,0,0,1
5080,0,3,1,1,2,4,2,0,0
5081,1,4,0,4,0,3,2,1,0
5082,2,2,1,2,1,0,2,0,0
5083,2,1,1,4,3,4,1,4,1
5084,0,4,0,2,3,0,4,2,3
5085,0,0,0,4,0,1,3,0,0
5086,0,3,0,2,1,2,0,1,0
5087,1,0,0,3,2,3,0,3,2
5088,2,1,1,0,2,2,3,2,2
5089,2,3,1,0,3,4,2,0,0
5090,0,4,1,1,0,4,0,3,1
5091,2,0,0,2,2,3,2,1,3
5092,2,3,0,4,0,2,2,2,0
5093,1,1,1,1,3,1,0,4,1
5094,2,0,1,4,0,4,3,0,2
5095,0,0,0,4,1,4,4,0,1
5096,1,2,1,4,3,4,2,2,4
5097,2,0,1,2,1,1,4,2,4
5098,0,0,1,3,1,4,4,2,4
5099,2,4,1,0,0,0,4,4,2
5100,2,3,0,1,1,3,4,2,1
5101,0,3,1,2,0,3,3,3,1
5102,2,3,1,1,1,3,2,0,2
5103,0,1,0,4,1,3,4,2,1
5104,2,4,1,2,2,3,1,2,3
5105,1,4,1,1,4,1,0,1,2
5106,0,1,1,4,2,1,4,0,3
5107,0,2,0,3,2,2,2,2,3
5108,0,1,1,1,4,2,4,3,0
5109,0,3,1,0,1,3,0,2,0
5110,0,4,0,0,0,0,3,0,0
5111,0,3,0,4,3,0,1,4,3
5112,2,0,0,3,2,3,3,2,2
5113,2,3,0,2,1,2,0,1,4
5114,1,1,1,4,3,1,4,3,1
5115,0,0,0,1,4,1,3,1,1
5116,2,0,0,0,0,1,1,4,4
5117,1,3,1,2,4,3,3,1,3
5118,2,4,0,2,3,4,1,0,0
5119,1,0,0,2,1,3,4,0,3
5120,0,3,0,0,2,3,2,3,2
5121,0,1,1,0,3,0,3,0,0
5122,0,0,1,4,4,1,2,2,1
5123,1,2,1,2,2,2,1,1,2
5124,2,3,0,3,3,4,1,4,4
5125,2,3,1,1,4,2,4,3,3
5126,0,3,1,1,1,0,2,2,0
5127,1,1,0,4,4,4,4,4,1
5128,0,2,0,2,0,0,2,4,0
5129,1,0,0,4,1,4,2,2,4
5130,2,1,0,1,3,2,3,2,3
5131,1,4,0,4,1,3,2,4,3
5132,0,0,1,3,2,4,3,4,1
5133,2,4,1,4,1,1,2,3,3
5134,1,1,0,1,1,3,4,4,4
5135,1,4,1,0,3,4,4,1,4
5136,2,4,1,0,3,1,4,2,0
5137,0,3,1,4,2,1,0,0,1
5138,0,0,0,0,2,0,3,4,4
5139,0,2,1,0,2,0,0,4,0
5140,0,0,1,3,1,0,3,2,3
5141,0,2,1,3,1,3,3,4,0
5142,2,4,1,1,3,3,3,2,4
5143,0,1,0,1,1,1,3,0,0
5144,1,3,0,3,1,2,3,1,2
5145,2,0,1,0,3,4,2,3,3
5146,1,2,1,2,4,4,4,1,4
5147,2,4,1,1,0,2,1,0,4
5148,1,0,0,2,4,4,4,1,0
5149,0,1,1,1,1,1,2,1,4
5150,2,3,1,0,0,3,2,1,3
5151,1,3,0,3,3,0,1,3,1
5152,1,3,0,4,2,2,4,4,2
5153,1,1,1,3,2,0,4,3,0
5154,0,1,0,3,4,2,4,3,3
5155,0,0,1,4,3,2,4,3,3
5156,0,0,0,2,3,1,4,3,1
5157,2,2,0,2,4,0,1,3,3
5158,0,4,0,1,0,4,0,2,1
5159,1,1,0,2,0,3,0,4,1
5160,2,2,0,4,0,3,0,0,4
5161,2,2,1,3,4,4,2,2,1
5162,1,2,1,0,2,3,2,1,2
5163,2,1,1,2,3,2,0,1,3
5164,0,4,1,4,4,3,3,4,1
5165,2,3,0,3,2,1,2,2,4
5166,1,1,1,0,0,2,2,2,3
5167,2,2,1,3,4,2,2,1,1
5168,1,4,0,2,2,3,4,2,3
5169,1,2,1,3,3,3,4,1,1
5170,2,3,0,0,2,1,3,4,4
5171,1,2,1,1,0,3,3,0,1
5172,2,3,1,0,1,0,4,3,1
5173,2,2,1,3,0,4,3,3,2
5174,2,3,1,3,3,3,4,4,0
5175,2,3,1,1,0,1,4,2,4
5176,1,4,1,2,0,3,1,0,2
5177,1,0,0,1,1,3,1,1,1
5178,1,0,0,0,4,0,4,4,3
5179,0,2,1,1,3,3,2,2,4
5180,1,4,1,1,0,4,2,1,2
5181,2,2,1,0,3,0,2,0,2
5182,1,3,1,2,2,0,4,0,0
5183,2,2,0,4,1,3,1,4,3
5184,1,3,1,1,2,0,2,2,2
5185,0,2,1,0,2,1,0,0,4
5186,2,2,0,0,3,3,3,1,3
5187,2,0,1,4,0,4,2,1,2
5188,2,1,1,3,3,2,4,0,0
5189,1,4,0,1,4,0,2,4,4
5190,1,2,0,2,4,1,0,1,2
5191,1,3,1,3,0,3,1,0,3
5192,0,4,0,2,2,4,1,4,2
5193,1,3,0,3,0,0,3,1,3
5194,2,1,1,3,1,1,3,0,3
5195,1,1,0,0,4,1,0,4,4
5196,2,2,0,0,0,3,0,3,4
5197,0,4,0,4,0,4,2,2,3
5198,0,1,1,0,0,1,4,4,0
5199,2,3,0,0,3,3,3,1,1
5200,2,3,0,4,4,1,1,3,1
5201,0,0,1,3,3,2,3,0,3
5202,1,1,0,1,1,2,1,0,1
5203,0,4,1,0,1,1,2,1,2
5204,0,4,0,1,2,1,0,1,2
5205,2,0,1,1,3,1,4,1,4
5206,0,0,0,1,1,0,3,3,1
5207,0,3,0,1,2,0,4,2,4
5208,1,3,1,4,0,4,4,1,2
5209,1,0,1,0,0,3,1,0,4
5210,2,1,1,1,1,2,1,0,0
5211,1,0,1,1,2,4,0,4,0
5212,2,0,0,4,0,0,2,4,2
5213,1,4,1,4,1,1,3,2,4
5214,1,3,0,3,3,1,3,3,1
5215,2,2,1,2,3,0,1,4,4
5216,1,2,0,3,1,3,0,1,0
5217,0,0,1,4,0,2,4,4,0
5218,2,4,1,1,4,3,0,0,4
5219,0,0,0,1,4,3,0,4,1
5220,2,4,0,3,3,2,3,1,0
5221,2,3,0,2,3,1,4,2,0
5222,0,0,0,1,0,3,3,1,0
5223,2,1,0,3,4,4,2,3,1
5224,2,2,1,2,2,1,2,1,4
5225,1,1,1,3,0,1,4,3,0
5226,0,4,1,1,3,1,4,4,0
5227,2,0,1,2,2,2,2,1,0
5228,1,2,0,4,2,1,1,4,4
5229,2,4,1,4,4,4,2,0,4
5230,2,4,0,2,1,4,4,1,4
5231,1,1,0,0,3,3,2,2,2
5232,2,3,1,1,1,0,2,3,0
5233,1,3,1,1,4,4,0,0,3
5234,0,3,0,4,0,3,0,3,4
5235,1,3,1,1,2,1,0,2,3
5236,0,0,1,4,0,3,3,3,0
5237,2,1,1,1,4,2,0,1,1
5238,2,1,1,3,4,0,0,0,3
5239,2,4,0,0,1,2,3,0,0
5240,2,1,1,1,2,0,1,2,3
5241,2,0,1,4,0,2,2,3,2
5242,0,1,1,4,3,2,0,0,1
5243,2,0,0,2,1,2,2,0,3
5244,1,0,0,3,2,4,2,0,1
5245,0,0,1,1,4,3,4,0,1
5246,2,3,0,3,1,2,2,2,4
5247,0,4,0,1,1,4,2,4,4
5248,0,4,1,3,1,0,1,0,1
5249,1,0,0,3,2,2,4,4,1
5250,0,4,1,1,1,1,1,2,2
5251,1,1,0,4,4,3,4,3,0
5252,0,3,1,3,2,0,0,1,0
5253,0,3,0,1,4,1,1,0,2
5254,0,1,1,2,1,3,4,2,0
