Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Cluster,Cluster_Name,PC1,PC2,PC3
0,4,0,2,1,3,2,2,1,0,Presenters,0.9606665102110501,-1.4980992266803808,0.2074598759995163
0,3,1,1,3,1,1,2,0,3,Project-Driven Builders,1.0320105422229011,-0.40615335868389857,-0.2287561627701875
0,1,1,0,1,3,2,1,3,1,Leaders & Team Players,0.45773617396711275,1.1492705706464887,-1.1576454925843895
2,1,0,1,2,1,0,2,1,0,Presenters,-1.0890358372619153,0.5782502319208015,1.5632448994619899
1,3,1,2,3,4,0,2,1,3,Project-Driven Builders,1.4748758437250657,0.8308161944926354,0.3150263842905637
2,2,0,1,4,1,0,1,2,2,Communicators,-0.311122742522055,1.0821294206359597,0.9121364338862434
1,2,1,3,4,0,3,0,0,3,Project-Driven Builders,-0.4088008900580967,-0.7972817829036016,-1.4443686767501784
1,0,1,0,1,3,2,1,1,1,Leaders & Team Players,-0.17588943019499487,0.9173003219417933,-0.5213403998354043
0,0,0,2,3,4,3,2,3,2,Communicators,0.637350491549985,0.35594170113947404,0.30217754301603555
1,4,0,4,4,2,2,4,0,0,Presenters,1.1302333289320499,-1.8629162147951144,1.5777439420129902
0,1,1,4,3,1,1,4,3,1,Leaders & Team Players,-0.06434400384560057,0.4926347900626596,0.5290779198751945
0,2,0,1,0,2,1,0,0,2,Communicators,-0.5487768835919175,-0.9330348170632478,-0.10191853692708407
2,2,0,3,1,1,1,0,4,2,Communicators,-1.9294806471261066,0.7472569964442627,-0.30314202942285134
0,0,1,0,2,3,4,2,2,1,Leaders & Team Players,0.7655793021631696,0.3716881340210953,-0.9768793090908691
0,3,0,2,4,3,2,0,3,2,Communicators,1.1895929836763297,0.12755193902107936,-0.7360656175027033
2,1,1,2,0,0,1,1,1,1,Leaders & Team Players,-2.1656964766521467,0.3389420151625194,-0.3726727510269635
0,4,0,4,1,1,3,4,1,0,Presenters,0.16327512630526864,-2.692119642811081,0.7101948621605018
1,2,0,3,2,0,2,4,0,0,Presenters,-0.717663771440954,-1.7363881948810624,1.6290127856811076
2,4,1,1,2,1,1,3,1,3,Project-Driven Builders,0.4329436856673803,0.026222229106487627,0.30430501222549117
2,0,1,1,2,3,0,4,3,1,Leaders & Team Players,-0.1007325689728713,2.354506647882306,1.4428322801845626
2,1,1,2,4,2,4,4,1,1,Leaders & Team Players,0.5701129571285964,-0.1237240158547362,0.41000400862060193
2,3,1,0,2,3,3,3,1,3,Project-Driven Builders,1.178702941370216,0.04011683235088314,-0.05900595856014178
1,0,0,3,1,0,2,4,2,0,Presenters,-1.7825795421112227,-0.615687060460689,1.5530857439649821
2,1,0,2,2,2,0,0,0,2,Communicators,-1.2476653531088693,0.3221105932560221,0.8464801648350094
2,3,1,2,2,1,1,2,3,3,Project-Driven Builders,-0.36817093387520566,0.9340608398247223,-0.32062594951387846
0,2,0,2,0,3,4,2,4,2,Communicators,-0.03449526435633039,-0.7120866531703456,-0.6355743231202974
0,3,0,2,4,2,3,2,0,0,Presenters,1.320694049663189,-1.6796624193824112,0.27107186000725464
2,2,0,2,0,4,4,4,4,0,Presenters,-0.055846633011807714,-0.2031592394742493,0.7562357603352649
2,2,0,4,3,3,1,1,4,2,Communicators,-0.5750331325610021,1.043704723366336,0.3815907262563986
1,2,1,4,4,2,0,3,4,1,Leaders & Team Players,0.33775650898117426,1.618130346457242,0.3996109969786004
0,0,0,1,1,3,4,1,1,2,Communicators,-0.21765573116299924,-0.9142743561492455,-0.3325541096219384
0,0,0,0,2,3,2,0,3,2,Communicators,-0.01799541080924149,0.9814830520990776,-0.43033747698237196
2,3,0,2,1,3,3,3,4,0,Presenters,0.002946273306637643,-0.008573254756519154,0.4539941991638932
2,4,0,4,1,3,0,2,3,2,Communicators,-0.40554034390096105,0.1320852440033708,0.9337502261499213
1,2,1,2,2,2,0,1,4,1,Leaders & Team Players,-0.21630976665779889,1.8809414777321847,-0.6307193613620877
2,3,1,4,2,0,2,1,0,3,Project-Driven Builders,-1.2030633063155607,-0.9957317600152723,-0.7020044357666607
1,0,1,3,3,0,3,2,3,1,Leaders & Team Players,-1.1628041749798752,0.5288647267214578,-0.7414082088722732
0,4,1,1,1,2,1,2,3,3,Project-Driven Builders,0.9800837279602725,0.32289719441321924,-0.850784398276659
2,2,0,3,3,4,1,4,2,0,Presenters,0.6146363831927776,0.3579488433243217,2.1309032445178726
2,1,0,0,3,3,1,2,2,0,Presenters,0.22844720029674337,1.2194892446014294,1.2726801347475967
1,3,0,3,2,0,4,3,0,0,Presenters,-0.45214068858685275,-2.618040919767544,0.41118561852960894
2,3,1,3,4,3,4,2,3,3,Project-Driven Builders,0.9711478856825007,0.2469331087697323,-1.0266607949713344
1,4,0,3,0,4,0,3,4,0,Presenters,0.37530357236536854,0.3387238600125455,1.055998400518538
2,3,0,2,4,0,1,0,3,2,Communicators,-0.7323843374254133,0.6041050610352662,-0.20444462890215526
1,4,1,1,1,4,1,2,4,3,Project-Driven Builders,1.3233913344686021,1.2538067660900718,-0.6780097600018815
2,3,1,4,1,2,0,1,2,3,Project-Driven Builders,-0.9560297022240505,0.6100663858093694,-0.3116256948553386
0,1,1,2,1,0,2,0,0,1,Leaders & Team Players,-1.1805272924197237,-0.7050193294568362,-1.350563759675281
2,0,1,0,2,1,4,1,1,1,Leaders & Team Players,-0.8659578005294698,0.33998013158011053,-1.008706306894823
1,2,0,2,1,2,3,0,0,2,Communicators,-0.7112393745054663,-1.4204234982734716,-0.4669492116909363
0,2,1,0,2,4,3,1,3,1,Leaders & Team Players,1.545929968870243,0.8249123337655104,-1.4931202070566387
1,4,0,0,2,2,2,3,4,0,Presenters,1.0527652374092287,0.2111274277577062,0.41035758901180314
1,4,1,2,1,4,1,0,0,3,Project-Driven Builders,0.8965285702398018,-0.27941843221389695,-1.0069762826598532
2,4,1,2,0,4,0,3,3,3,Project-Driven Builders,0.55821697686129,1.0779701191748219,0.398778732433067
2,1,0,4,3,2,1,3,4,0,Presenters,-0.9371240553885881,0.9845359088194507,1.3855473681214707
2,2,1,3,1,0,0,2,3,1,Leaders & Team Players,-1.6794046683961896,1.0670990406340537,0.016759082596904996
0,0,0,3,0,1,4,1,1,2,Communicators,-1.7411499871443248,-1.7247677208520829,-0.49830105085377574
2,0,0,0,0,2,4,2,1,0,Presenters,-1.266686056676743,-0.5551929220387835,0.42366588000624705
2,3,0,3,1,3,1,0,2,2,Communicators,-0.774064667893097,0.016037171779750174,-0.019988035067851323
0,2,1,1,2,1,3,2,2,3,Project-Driven Builders,0.40592237413723625,-0.2537922260522698,-1.0583981719578752
1,0,1,2,1,1,4,2,0,1,Leaders & Team Players,-1.058163505211063,-0.9256069912556315,-0.6422658574074369
0,3,1,4,4,3,2,3,3,3,Project-Driven Builders,1.559245233615618,0.14075809082630325,-0.3462412367821905
2,3,1,0,1,4,4,3,2,3,Project-Driven Builders,1.2442860143779546,0.056206541675434187,-0.5061581866682641
2,4,1,3,1,0,4,1,2,3,Project-Driven Builders,-0.9393574292449702,-1.1617136150503848,-1.805446162260314
0,4,0,3,4,4,1,4,0,0,Presenters,2.4228354714989178,-1.3044284859851216,1.803457059466825
1,1,0,0,1,1,2,3,2,0,Presenters,-0.578064280699573,-0.06924541460112701,1.0075103488642436
2,3,0,4,2,1,3,1,4,2,Communicators,-1.2136199067220161,-0.3524885709819532,-0.5416918177240695
2,4,1,4,3,4,0,2,2,3,Project-Driven Builders,0.9548348047281088,0.8430026369338952,0.23525204335166156
1,4,1,1,4,1,1,3,0,3,Project-Driven Builders,1.4938190136115066,-0.3302323026743822,0.3502406123114933
1,4,0,4,0,0,2,3,4,0,Presenters,-1.2435774555146424,-1.1286077564248629,0.19928862120516072
1,0,1,0,3,2,3,3,1,1,Leaders & Team Players,0.5016590900679974,0.5397492452388161,0.13607173208077583
1,0,1,1,1,0,0,1,0,1,Leaders & Team Players,-1.5946520944739069,0.6387915289458269,0.06703970322126963
1,4,1,2,0,1,0,0,3,3,Project-Driven Builders,-0.716023652070451,0.6453165346024177,-1.3758818519758766
0,4,1,1,0,1,3,4,2,3,Project-Driven Builders,0.7657484037229665,-1.2300332982680613,-0.5003484959691811
1,3,1,1,1,2,0,0,1,3,Project-Driven Builders,-0.0528761905705411,0.6210557444728255,-0.8338185710686228
2,4,1,1,0,1,3,1,1,3,Project-Driven Builders,-0.46175191939189764,-0.807115201681414,-1.339974978475975
1,1,1,3,2,3,4,1,4,1,Leaders & Team Players,-0.18650274989465798,0.6580617463021834,-1.6681924218370148
0,3,0,1,3,1,3,4,4,0,Presenters,1.0454653466657617,-0.43366474102643404,0.49068326348483676
0,3,0,4,1,0,2,0,4,2,Communicators,-1.3984578509505765,-0.737950763956976,-1.2096472295326453
1,4,1,1,3,0,1,3,2,3,Project-Driven Builders,0.7203344389602496,0.14018003539605048,-0.057788286400579716
0,4,1,3,0,1,4,3,2,3,Project-Driven Builders,0.19908927966445805,-1.8827403384688666,-1.2695251941909718
0,4,1,4,0,2,3,0,3,3,Project-Driven Builders,-0.2569631382457286,-0.9377985972531837,-2.440190774210649
1,2,0,4,3,0,0,0,1,2,Communicators,-1.4483003358018962,-0.3420289570784555,0.2920503443237753
2,1,1,1,3,2,0,2,3,1,Leaders & Team Players,-0.16251890747722697,2.2790256645425235,0.36759338551433157
0,0,1,2,4,3,2,0,3,1,Leaders & Team Players,0.485280395352216,1.5479545292839683,-1.334564371597921
0,3,0,2,0,2,0,1,0,2,Communicators,-0.31786052561776945,-1.1091193969465762,0.5370444143765942
0,3,0,3,0,2,2,3,4,0,Presenters,-0.23162709080927374,-0.6720427607054515,0.2520613046737879
1,3,0,0,4,0,4,0,3,2,Communicators,0.24351302535133432,-0.35435569914530135,-1.3366072790195802
2,3,1,4,2,0,3,2,0,3,Project-Driven Builders,-0.9770335116773569,-1.4391732818773106,-0.5467773699056478
0,4,0,2,3,1,3,3,2,0,Presenters,1.0538910475116352,-1.5507688700834354,0.19121046114140236
2,0,0,2,0,0,0,1,2,2,Communicators,-2.8833139280250526,0.6734396463453942,0.9291530464561987
1,2,0,0,0,0,4,3,0,0,Presenters,-0.7699350379161681,-2.0824527943562874,0.4431140417439746
1,4,0,3,3,4,1,3,2,0,Presenters,1.479727627818613,-0.33586500095633826,1.1932150317869186
0,2,0,1,2,3,3,3,0,0,Presenters,1.1054472503480581,-1.472775870405158,0.8311455755071413
0,4,0,2,4,3,3,0,2,2,Communicators,1.6113918650657464,-0.8628537468171021,-1.0315585613895002
0,0,0,2,4,2,4,0,0,2,Communicators,0.026679126802283355,-1.0985475749300782,-0.5582035736703943
2,4,0,1,2,1,1,0,3,2,Communicators,-0.4541815509326448,0.3880158631763945,-0.3803725127496362
1,3,0,4,2,4,0,0,1,2,Communicators,0.05959979733802643,-0.18095912583787688,0.347812811952251
1,3,1,3,2,0,1,3,4,3,Project-Driven Builders,-0.45728415817652573,0.6234095858039367,-0.2658393926733522
1,2,0,3,0,1,1,0,0,2,Communicators,-1.7418213311649509,-1.185462564373559,0.0433762544050549
0,1,0,3,0,1,2,1,2,2,Communicators,-1.548920037903041,-0.8872708137925142,-0.16581237281548633
2,0,0,1,3,0,2,1,1,2,Communicators,-1.5388212117587676,0.21223650549759374,0.60623733650128
0,3,0,4,1,0,1,0,0,2,Communicators,-1.30839691100822,-1.8964762350340487,-0.30341453665035556
0,3,1,2,2,2,4,0,1,3,Project-Driven Builders,0.6333951859671846,-1.1215176215460188,-2.2199927402374944
2,1,1,2,0,1,4,4,4,1,Leaders & Team Players,-1.219373844355689,0.285703009215593,-0.29478976541293317
1,0,0,2,2,1,0,3,1,0,Presenters,-1.1005066511005317,0.28423633337155085,1.9635255032305896
1,2,0,3,4,0,2,4,1,0,Presenters,-0.09982320973979233,-1.0643647711989734,1.5779612196190131
1,1,1,3,0,4,4,0,2,1,Leaders & Team Players,-0.5666283680944173,-0.16546855687530174,-1.8717037083604984
1,2,0,4,0,2,3,4,0,0,Presenters,-0.7908697325260023,-2.296414425362256,1.344177560454004
0,2,0,0,0,2,1,0,1,2,Communicators,-0.3614334976865781,-0.36289485198238913,-0.25316574433146
0,1,1,2,3,0,2,4,3,1,Leaders & Team Players,0.05913824077841835,0.37789484463462464,0.15615969345068642
0,2,0,4,4,4,0,3,3,0,Presenters,1.1999219705669153,0.5938158105712943,1.474019041614253
2,0,1,3,3,1,0,4,4,1,Leaders & Team Players,-1.0063862632530352,2.2160367068615576,1.2260337728906308
0,4,1,2,1,2,3,1,1,3,Project-Driven Builders,0.7605829258523483,-1.2528839126941391,-1.632082768424224
2,0,0,3,4,2,2,0,2,2,Communicators,-1.116487787691874,0.7229569318253198,0.16617645884147667
2,2,0,1,4,1,0,3,1,0,Presenters,0.07118285065146408,0.5299349378222215,1.9896977230119577
0,4,0,0,4,4,4,3,3,0,Presenters,2.9697369342075373,-0.5775840487196086,-0.041052163883009064
1,2,1,3,1,4,4,1,3,1,Leaders & Team Players,0.2311252083996093,0.018434330698891613,-1.6437304364282461
0,1,1,4,1,3,0,2,0,1,Leaders & Team Players,-0.2594799534516593,-0.12564814765044666,0.37988891458505525
0,4,0,2,4,3,2,4,4,0,Presenters,2.180491561655025,-0.09520875144795515,0.835101591617485
0,4,0,0,3,3,3,4,3,0,Presenters,2.3882247118041104,-0.5947446006100878,0.6225900504354608
2,2,0,2,3,2,1,0,1,2,Communicators,-0.5704910214376433,0.23594651277270315,0.30145610326840244
2,3,0,0,0,0,0,1,1,2,Communicators,-1.401406336769228,-0.08723474612810668,0.6668352014438248
0,3,0,1,2,1,0,3,0,0,Presenters,0.530002659355375,-0.9385961926181317,1.5014313624731634
0,0,1,2,0,1,3,4,3,1,Leaders & Team Players,-0.8264963006842052,-0.023207357853719576,-0.10399626876162578
2,0,0,1,1,3,3,4,0,0,Presenters,-0.45805421080255093,-0.6547256760164016,1.9213777397698086
2,1,1,3,4,1,4,1,4,1,Leaders & Team Players,-0.6552531123376977,0.9408517931964899,-1.4886453994067135
0,2,1,3,1,0,0,2,4,3,Project-Driven Builders,-0.9718179044728325,0.9042427747541957,-0.5359510339361097
0,4,1,2,1,3,4,4,4,3,Project-Driven Builders,1.6014550083334032,-0.5926144287215149,-0.9364295151723471
0,1,1,3,2,2,2,0,2,1,Leaders & Team Players,-0.3975459627169881,0.2891537850494854,-1.4777596450595238
0,4,1,2,0,0,1,0,1,3,Project-Driven Builders,-0.5955865204391747,-0.8805414384318695,-1.6479922769752198
0,1,0,3,2,2,0,4,2,0,Presenters,-0.10559700359387084,5.112704677002833e-06,2.002792274894433
2,3,1,0,0,3,0,0,3,3,Project-Driven Builders,-0.22431666538310022,1.8348777612825458,-0.921646259378611
0,0,0,4,1,1,0,4,4,0,Presenters,-1.4354985706321826,0.5339289265726571,1.7326183936546098
2,0,0,2,3,1,1,0,4,2,Communicators,-1.7196576976329785,1.7414435509271746,0.06512237630979263
0,4,0,4,4,4,2,3,0,0,Presenters,2.0792162870582636,-1.7658154901142806,1.0323700436064998
1,3,1,1,2,3,0,2,0,3,Project-Driven Builders,1.0315208698292058,0.3560887816070787,0.3530978372374812
0,1,1,0,4,2,2,0,4,1,Leaders & Team Players,0.85371786412522,1.9139572459557266,-1.6838790538030628
1,0,1,4,3,3,0,4,3,1,Leaders & Team Players,-0.07144217130165864,1.6563101895592696,1.2960192815684526
1,3,0,0,4,3,3,0,1,2,Communicators,1.3881495864268316,-0.3333639943692919,-0.5484109936834253
2,2,0,3,4,4,2,2,0,0,Presenters,0.7189142837713415,-0.436468958512913,1.2416101527226338
1,2,0,4,0,4,4,0,4,2,Communicators,-0.8235029323515882,-0.5098883014530251,-1.2980790164909985
1,1,1,4,0,3,0,2,0,1,Leaders & Team Players,-0.9578901699764332,-0.0014117975423503359,0.5324328661167683
1,4,1,4,3,3,3,2,0,3,Project-Driven Builders,1.1807224861747878,-1.3963638260199427,-0.654628649285528
0,4,1,0,3,4,1,2,2,3,Project-Driven Builders,2.643003155743097,0.7098523413716367,-0.48464758778857203
0,4,1,3,3,3,4,3,0,3,Project-Driven Builders,2.001433879248781,-1.9193234092548692,-0.7029985144466359
2,0,0,2,4,4,2,4,1,0,Presenters,0.5861126035992836,0.46995947650180736,2.290476744345562
2,4,1,4,2,3,0,2,1,3,Project-Driven Builders,0.2884398912143952,0.1769551879766916,0.27523381393711344
1,4,0,3,4,1,4,1,2,2,Communicators,0.49209424222938064,-1.5080287525293576,-0.793159479163399
1,2,0,2,1,0,2,2,4,2,Communicators,-1.3107876438410009,-0.0030156363044800934,0.05238784776746071
0,0,0,2,0,2,3,3,1,0,Presenters,-0.8489033734537775,-1.2094422210136344,0.7971106220150019
2,0,1,3,0,4,3,4,0,1,Leaders & Team Players,-0.5597611682422171,-0.38743366822927416,0.929935316927155
0,0,1,0,1,0,2,2,2,1,Leaders & Team Players,-0.7926085339172412,0.516717558769549,-0.5888890752904447
1,0,1,1,4,2,4,4,4,1,Leaders & Team Players,0.7243278416576417,1.1880492216692058,-0.10565889186532822
2,4,1,1,1,2,2,0,0,3,Project-Driven Builders,0.05000630690864118,-0.4552660888805963,-1.2365100353907565
2,2,0,1,4,0,2,3,0,0,Presenters,-0.16299295534000863,-0.703019253718094,1.4610518878114365
2,0,0,2,4,4,1,2,0,0,Presenters,0.22247484294309208,0.621268346256897,1.8204743685704539
2,2,1,3,2,3,2,0,2,1,Leaders & Team Players,-0.4321293180642691,0.7166242406809141,-1.1501186607975502
1,0,0,4,4,1,0,0,4,2,Communicators,-1.5200526352516133,1.5913213736355603,0.22528419387407145
1,1,0,2,4,0,0,1,0,2,Communicators,-0.7998278781855348,-0.02346283164100472,1.0867661601780738
1,1,0,3,1,3,2,2,4,2,Communicators,-0.7412359076698857,0.48237315732772573,0.37088023722525915
1,1,0,0,1,1,3,1,1,2,Communicators,-0.8362514915403617,-0.6314450347655882,-0.08026229454871082
1,1,0,3,4,3,3,0,4,2,Communicators,-0.05481399910267472,0.7387987081817924,-0.718801310397916
0,4,0,2,4,1,2,2,1,0,Presenters,1.190326364292784,-1.3395455298941705,0.2344629468981046
1,1,1,3,4,1,2,3,3,1,Leaders & Team Players,-0.006756410161645401,0.8313277028577675,0.004999543973260571
2,2,1,0,1,4,1,1,2,1,Leaders & Team Players,0.4061240974246451,1.5546753422284805,-0.371782484737651
1,0,0,0,0,3,1,3,2,0,Presenters,-0.5402893470445334,0.6769901401145095,1.5236224353220416
2,0,1,2,2,1,0,2,4,1,Leaders & Team Players,-1.456723920803024,2.4341295494012916,0.24675639404035016
2,1,0,2,3,3,1,4,0,0,Presenters,0.20036946794706947,-0.09416523936481448,2.5033989489162214
2,4,1,1,0,1,3,3,4,3,Project-Driven Builders,-0.22223254106843637,0.15597003154169597,-0.8597612484136273
1,4,0,2,4,0,0,4,2,0,Presenters,0.6488237318885457,-0.29037933993695214,1.7725948801850526
2,4,0,3,4,0,0,0,4,2,Communicators,-0.7104690528942821,0.8935276870634129,-0.17893076704425476
1,2,1,0,2,2,0,3,4,1,Leaders & Team Players,0.5763791520389133,2.0902069960709517,0.2936844027207162
1,0,1,0,0,4,2,0,4,1,Leaders & Team Players,-0.4077292592504886,2.134471411146807,-1.4223934733362222
1,0,0,3,2,4,2,2,1,2,Communicators,-0.265431832075315,-0.11202759788272505,1.0641907255368896
2,3,0,1,2,1,0,4,1,0,Presenters,-0.07567269226250875,-0.1047873456221128,2.2195798991544318
0,3,0,1,3,2,1,0,1,2,Communicators,0.7292092885852831,-0.3692411579139142,-0.23977214097102073
0,0,0,4,4,2,3,3,0,0,Presenters,0.04778753185038144,-1.3844952328203854,1.1468387944654064
1,2,0,1,1,2,4,4,2,0,Presenters,0.18635081151706923,-1.1749669567522287,0.7800303560396681
2,2,1,4,3,3,1,4,4,1,Leaders & Team Players,0.2406989966139942,1.439550947314853,0.767594471699843
2,2,1,4,4,2,3,1,4,3,Project-Driven Builders,-0.22231836457466186,0.9920802628269774,-1.2535821904544553
2,2,1,0,2,4,3,3,1,1,Leaders & Team Players,1.220648798120405,0.43557411683163005,0.13715119860209002
0,1,0,2,2,2,2,1,4,2,Communicators,-0.3684131807771504,0.4955183475819865,-0.3078986889534405
2,1,0,4,3,1,2,4,0,0,Presenters,-0.9436309554197165,-1.1148111016909887,2.077909535717334
0,4,0,0,1,1,1,0,3,2,Communicators,0.18537314861424267,-0.10894204297746729,-0.8347987190072171
0,1,1,4,2,0,0,2,0,1,Leaders & Team Players,-1.0586801243029913,-0.4009237181486665,0.24839420445138022
0,3,1,2,0,1,1,2,2,3,Project-Driven Builders,-0.24272817794049556,-0.27963877874643683,-0.672947610218957
2,4,1,4,0,2,0,3,2,3,Project-Driven Builders,-0.602812167700683,0.03525857279921083,0.4315113428189447
1,4,1,4,0,0,4,0,2,3,Project-Driven Builders,-1.2908287874822284,-1.6837862190007418,-2.518477319537176
2,3,1,4,3,2,1,1,2,3,Project-Driven Builders,-0.24976731190267296,0.5465156355224713,-0.5222255049705147
1,4,0,3,1,1,4,0,0,2,Communicators,-0.5901228431966069,-2.6187865756548345,-1.1060258848672726
0,2,0,0,3,1,3,3,0,0,Presenters,0.9046099286339703,-1.4161056322201784,0.7579530050634482
2,2,0,3,2,2,4,1,4,2,Communicators,-0.8959088354462721,-0.12246549538933504,-0.6563301120192953
0,0,0,4,2,2,1,1,3,2,Communicators,-1.1648988339772455,0.3456441032584506,0.29008866974210856
1,0,1,1,4,2,3,3,0,1,Leaders & Team Players,0.641084261869496,0.11621102749439603,0.3364616013370252
1,3,0,2,4,3,2,2,2,0,Presenters,1.200256918031913,-0.15380444634812407,0.5431822850065976
2,1,0,0,2,1,2,4,4,0,Presenters,-0.5210259695051974,1.0191470112960075,1.4237780442479568
2,1,0,4,2,2,3,0,0,2,Communicators,-1.5355694076214725,-1.1307922137665973,-0.07635460134469195
1,4,1,0,1,0,1,0,2,3,Project-Driven Builders,-0.23007629602707952,0.2983584075016093,-1.5503205267826696
0,4,1,2,4,4,0,0,0,3,Project-Driven Builders,2.19575062727055,0.24630295731065918,-0.7523497766688959
1,0,0,2,3,3,0,3,0,0,Presenters,0.012604279357600801,0.333269696921883,2.282429969505337
0,4,0,4,1,2,1,4,4,0,Presenters,0.3260578248717122,-0.7015255932523417,0.94016691782934
2,0,1,3,1,1,2,4,0,1,Leaders & Team Players,-1.4116866140012507,-0.30595499376771873,1.1073257406124035
0,2,0,1,4,3,3,1,1,2,Communicators,1.376678772588215,-0.6273778929185426,-0.14813038991482574
0,1,1,1,1,0,1,3,4,1,Leaders & Team Players,-0.6330852833681221,1.0982728369046446,-0.24859990351844968
2,3,0,1,3,1,0,0,3,2,Communicators,-0.513515320902709,1.1462033673418026,0.11359998275487641
1,4,0,4,3,4,0,0,1,2,Communicators,0.7197454078140655,-0.28918889037063233,0.26101077397040895
2,2,0,4,3,3,2,0,0,2,Communicators,-0.552826162533745,-0.7416419607280248,0.20594095182090555
0,1,0,2,3,1,0,4,1,0,Presenters,0.1045851379239455,-0.1815188055080027,2.1391490515450977
0,3,0,0,1,2,4,3,0,0,Presenters,1.0124980504165861,-2.180269111110472,0.27505030503557837
0,4,0,0,0,3,4,0,2,2,Communicators,0.8031227883818032,-1.4233749089793382,-1.5408349778929864
2,4,1,0,2,3,3,2,4,3,Project-Driven Builders,1.231685813271371,1.0084323844115886,-1.1070735273713184
1,4,0,0,3,0,3,2,1,0,Presenters,0.6153983923920293,-1.3300491252141091,0.014088672005309512
2,2,0,1,4,3,1,4,3,0,Presenters,0.9764653569034187,1.1253848192017128,1.9666759239983198
2,3,1,3,1,1,4,0,2,3,Project-Driven Builders,-1.0707160922252834,-0.6795690536673749,-2.073401204778018
2,4,0,1,2,3,0,3,4,0,Presenters,0.7279559986774262,1.1447797516616982,1.291937245000287
0,0,0,4,2,4,1,0,0,2,Communicators,-0.4804678735314244,-0.42287686164381694,0.3944120540167295
1,4,0,4,0,1,4,1,1,2,Communicators,-1.0023233745033109,-2.664575706955971,-0.8384829191665174
0,3,0,1,3,3,0,2,2,0,Presenters,1.3627194089454617,0.3335842348620997,0.9082129597704498
0,3,0,0,2,4,3,2,2,0,Presenters,1.7924895250989716,-0.5513344386704653,-0.009282963848211843
2,2,1,4,2,1,3,0,4,3,Project-Driven Builders,-1.4244829092382303,0.6449382724448106,-1.8761921711666547
2,3,1,3,4,2,1,2,0,3,Project-Driven Builders,0.5447388125775501,0.04011028400986914,0.287792818454444
2,0,0,1,3,2,0,3,0,0,Presenters,-0.5113203493618713,0.6548020578265118,2.421993807921873
2,2,1,0,0,1,4,3,4,1,Leaders & Team Players,-0.6132214320812829,0.5001988463919553,-0.8986673002036537
1,2,1,1,2,1,1,0,4,3,Project-Driven Builders,-0.4891719813821361,1.6615687731347661,-1.4658394698279977
1,3,0,1,3,1,0,0,0,2,Communicators,-0.03478400094722964,-0.26109451713036885,0.3599240386688146
0,0,1,0,2,2,4,2,2,1,Leaders & Team Players,0.3902563926437797,0.23106236140954248,-1.0370917664193853
1,0,1,0,4,2,0,4,2,1,Leaders & Team Players,0.8078597890697189,2.0487463795615297,1.4266451053035143
2,3,0,2,3,4,2,0,2,2,Communicators,0.5305605715655244,0.2844322301760514,-0.1722857054930457
1,1,1,4,4,1,4,2,0,1,Leaders & Team Players,-0.19056065855705526,-1.1232733332588027,-0.6269619364084633
0,4,0,3,1,1,1,4,2,0,Presenters,0.245167962395205,-1.4084711878106717,1.1767179223939728
0,0,1,1,0,4,2,3,0,1,Leaders & Team Players,0.40357223399115827,-0.10302826911301223,0.36751438902190026
2,0,1,2,2,4,4,4,3,1,Leaders & Team Players,0.26245150055947053,0.8767954045831104,0.26941451987591974
2,4,1,0,3,4,0,0,1,3,Project-Driven Builders,1.5360820774510335,1.402837406015796,-0.5512767367965066
0,4,1,1,3,0,4,2,3,3,Project-Driven Builders,1.0411508490582728,-0.7354135910163353,-1.799579390686714
2,2,0,4,3,0,0,3,4,0,Presenters,-1.4071180965658685,0.8052070966869264,1.4380628874496462
0,3,0,4,0,2,0,0,1,2,Communicators,-0.9729414782964937,-1.0262522631783944,-0.07258403979211513
0,2,1,0,2,0,0,4,0,3,Project-Driven Builders,0.5134657263986295,-0.06384963953580026,1.0330326334234001
2,2,1,3,4,3,0,0,4,1,Leaders & Team Players,0.044564140108975206,2.480976083291766,-0.7327368489876398
2,0,0,1,1,2,4,0,3,2,Communicators,-1.5809595854737923,0.3311032010489589,-0.752179319394901
0,2,0,0,4,2,4,1,3,2,Communicators,1.2057279701693515,-0.1757980163997998,-0.8178120782324828
1,3,1,1,3,2,4,2,0,3,Project-Driven Builders,1.1938676176474596,-1.064952223507137,-0.8935124935148547
0,2,1,3,0,0,3,0,1,3,Project-Driven Builders,-1.3799300157800276,-1.2757069406846788,-1.9919628273071008
2,1,1,2,2,0,4,2,0,1,Leaders & Team Players,-1.1449824630723497,-0.9036244309554047,-0.5875937393342086
2,4,1,0,3,0,4,3,1,3,Project-Driven Builders,0.7656050981957864,-0.846744494976306,-0.6353305023464558
1,2,1,3,0,1,3,3,3,3,Project-Driven Builders,-0.9277283133120953,-0.3666650433169562,-0.6364009370868725
0,1,1,4,1,2,2,0,1,1,Leaders & Team Players,-0.9116579063291655,-0.42758792736781187,-1.3756550995070216
0,4,1,2,0,2,2,2,1,3,Project-Driven Builders,0.5543936129683112,-1.1294186919730655,-0.9082280967772381
2,4,1,1,1,2,0,2,1,3,Project-Driven Builders,0.2554682428417285,0.4636877762436401,0.1601477418411208
0,2,0,0,0,3,0,1,0,2,Communicators,0.1701652103681273,-0.33102204032253624,0.7293809362617575
0,1,1,3,3,3,4,0,3,1,Leaders & Team Players,0.374299500612128,0.2416927440871382,-2.1355116832828225
